Station ID,AQI index,Location,Station name,Url,Dominent pollutant,CO,Dew,Humidity,NO2,O3,Pressure,PM10,PM2.5,SO2,Temperature,Wind,Data Time S,Data Time Tz,Status,Alert level
13020,62,"21.00577,105.74842","Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,8,18,61,10,-,"1,011.00",47,62,-,26,3.6,3/14/2021 18:00,+07:00,#NAME?,#NAME?
13013,86,"21.05121,105.78232","Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,14,18,61,20,-,"1,011.00",68,86,-,26,3.6,3/14/2021 18:00,+07:00,#NAME?,#NAME?
13014,70,"21.0072,105.83572","Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,6,18,61,-,-,"1,011.00",54,70,-,26,3.6,3/14/2021 18:00,+07:00,#NAME?,#NAME?
13252,-,"22.6782,106.245","Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,,-,18.5,69.7,-,15,982.7,2,1,2,24.4,5,3/14/2021 19:00,+07:00,#NAME?,#NAME?
8767,78,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,22,55,-,-,"1,007.00",-,78,-,32,5.6,3/16/2021 15:00,+07:00,#NAME?,#NAME?
8688,105,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,22,88,-,-,"1,009.00",-,-,-,24,4.1,3/16/2021 15:00,+07:00,#NAME?,#NAME?
8641,80,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.1,22.5,91,6.9,3.7,"1,009.00",-,80,3.6,24,4.6,3/16/2021 15:00,+07:00,#NAME?,#NAME?
13012,104,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,5,19.4,59.6,15,37,923.6,60,104,2,28,4,3/16/2021 15:00,+07:00,#NAME?,#NAME?
12488,30,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,pm10,6,23,72,-,-,"1,010.00",30,32,-,28.5,5.4,3/16/2021 14:00,+07:00,#NAME?,#NAME?
13251,1,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,12,19,73,50,1,"1,008.00",1,1,1,24,3.6,2/26/2021 15:00,+07:00,#NAME?,#NAME?
12976,-,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,,3,23,94,8,6,"1,010.00",-,-,5,24,3.6,3/16/2021 14:00,+07:00,#NAME?,#NAME?
13250,29,"22.3221386,104.1214227","Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,pm25,32,21.6,100,6,2,"1,001.00",7,29,40,21.6,1,3/15/2021 5:00,+07:00,#NAME?,#NAME?
5507,24,"20.9416,107.1158","Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,pm25,-,22.4,87.1,-,18,998.2,13,24,-,24.7,2,3/16/2021 14:00,+07:00,#NAME?,#NAME?
11778,22,"21.0357507,106.7641068","Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm25,4,22.4,87.1,7,-,998.2,15,22,4,24.7,2,3/16/2021 14:00,+07:00,#NAME?,#NAME?
12958,-,"21.1232473,106.2883295","Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,,2,19,65,8,27,"1,018.00",-,-,6,26,3.6,3/12/2021 12:00,+07:00,#NAME?,#NAME?
12957,55,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm25,4,22,88,8,-,"1,009.00",39,55,1,24,4.1,3/16/2021 15:00,+07:00,#NAME?,#NAME?
13015,57,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,27,22.5,88.5,29,-,"1,010.00",52,57,-,24.5,3.6,3/16/2021 14:00,+07:00,#NAME?,#NAME?
13018,52,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,3,22.5,88.5,5,-,"1,010.00",37,52,-,24.5,3.6,3/16/2021 14:00,+07:00,#NAME?,#NAME?
13019,91,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,8,22,88,24,-,"1,009.00",57,91,-,24,4.1,3/16/2021 14:00,+07:00,#NAME?,#NAME?
13026,66,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,5,22.5,88.5,15,2,"1,010.00",56,66,1,24.5,3.6,3/16/2021 14:00,+07:00,#NAME?,#NAME?
1584,-,"16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,,2,22,69,11,-,"1,010.00",-,-,19,28,3,3/16/2021 15:00,+07:00,#NAME?,#NAME?
1585,-,"12.284358,109.192524","Nha Trang, Vietnam",https://aqicn.org/city/vietnam/nha-trang,,2,22,69,1,38,"1,010.00",-,-,4,28,6.6,3/16/2021 15:00,+07:00,#NAME?,#NAME?
13017,97,"21.02022,105.81232","Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,6,22,88,12,-,"1,009.00",67,97,-,24,4.1,3/16/2021 14:00,+07:00,#NAME?,#NAME?
13020,40,"21.00577,105.74842","Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,2,22,88,4,-,"1,009.00",31,40,-,24,4.1,3/16/2021 14:00,+07:00,#NAME?,#NAME?
13013,105,"21.05121,105.78232","Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,10,22.5,88.5,14,-,"1,010.00",73,105,-,24.5,3.6,3/16/2021 14:00,+07:00,#NAME?,#NAME?
13014,91,"21.0072,105.83572","Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,7,22,88,-,-,"1,009.00",59,91,-,24,4.1,3/16/2021 14:00,+07:00,#NAME?,#NAME?
13252,150,"22.6782,106.245","Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm10,-,20.6,75.7,-,1,982.7,150,87,4,25.2,3,3/16/2021 15:00,+07:00,#NAME?,#NAME?
8767,59,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,21,46,-,-,"1,005.00",-,59,-,34,4.6,3/24/2021 15:00,+07:00,#NAME?,#NAME?
8688,160,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,13,60,-,-,"1,013.00",-,160,-,21,2,3/24/2021 15:00,+07:00,#NAME?,#NAME?
8641,190,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.1,13,60,9.2,4.5,"1,013.00",-,190,9.2,21,2,3/24/2021 15:00,+07:00,#NAME?,#NAME?
13012,14,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm10,3,18.2,45.4,7,23,923.6,14,11,2,31.4,5,3/24/2021 15:00,+07:00,#NAME?,#NAME?
12488,-,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,,11,20,83,-,-,"1,013.00",8,10,-,23,3,3/24/2021 15:00,+07:00,#NAME?,#NAME?
13251,1,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,12,19,73,50,1,"1,008.00",1,1,1,24,3.6,2/26/2021 15:00,+07:00,#NAME?,#NAME?
12976,-,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,,3,5.5,38.5,6,4,"1,022.00",36,57,5,20,3.6,3/21/2021 2:00,+07:00,#NAME?,#NAME?
13250,103,"22.3221386,104.1214227","Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,pm25,32,13.6,57.5,2,2,"1,003.50",23,103,45,22.4,1,3/24/2021 15:00,+07:00,#NAME?,#NAME?
5507,-,"20.9416,107.1158","Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,,-,16.7,71.9,-,14,"1,001.40",14,24,-,22,1,3/24/2021 14:00,+07:00,#NAME?,#NAME?
11778,50,"21.0357507,106.7641068","Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm10,98,11,68.6,4,-,"1,010.30",50,45,10,16.8,1,3/22/2021 13:00,+07:00,#NAME?,#NAME?
12958,85,"21.1232473,106.2883295","Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,3,13,60,9,34,"1,013.00",66,85,10,21,2,3/24/2021 15:00,+07:00,#NAME?,#NAME?
12957,132,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm25,4,12.5,58,16,-,"1,013.50",89,132,23,21,1,3/24/2021 15:00,+07:00,#NAME?,#NAME?
13015,133,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,pm25,18,12.5,58,25,-,"1,013.50",94,133,-,21,1,3/24/2021 14:00,+07:00,#NAME?,#NAME?
13018,71,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,4,12.5,58,8,-,"1,013.50",51,71,-,21,1,3/24/2021 14:00,+07:00,#NAME?,#NAME?
13019,91,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,11,12.5,58,20,-,"1,013.50",62,91,-,21,1,3/24/2021 14:00,+07:00,#NAME?,#NAME?
13026,-,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,pm25,10,12.5,58,25,6,"1,013.50",8,10,1,21,1,3/24/2021 14:00,+07:00,#NAME?,#NAME?
1584,47,"16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,pm25,3,20,73,11,38,"1,012.00",32,47,21,25,4.1,3/24/2021 15:00,+07:00,#NAME?,#NAME?
1585,-,"12.284358,109.192524","Nha Trang, Vietnam",https://aqicn.org/city/vietnam/nha-trang,,5,24,94,8,17,"1,011.00",-,-,4,25,5.6,3/24/2021 15:00,+07:00,#NAME?,#NAME?
13017,111,"21.02022,105.81232","Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,pm25,7,12.5,58,15,-,"1,013.50",81,111,-,21,1,3/24/2021 14:00,+07:00,#NAME?,#NAME?
13020,64,"21.00577,105.74842","Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,4,12.5,58,8,-,"1,013.50",46,64,-,21,1,3/24/2021 14:00,+07:00,#NAME?,#NAME?
13013,127,"21.05121,105.78232","Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,11,12.5,58,17,-,"1,013.50",90,127,-,21,1,3/24/2021 14:00,+07:00,#NAME?,#NAME?
13014,91,"21.0072,105.83572","Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,pm25,10,12.5,58,-,-,"1,013.50",58,91,-,21,1,3/24/2021 14:00,+07:00,#NAME?,#NAME?
13252,157,"22.6782,106.245","Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm25,-,12.6,54.9,-,1,985.8,145,157,20,22.1,2,3/24/2021 15:00,+07:00,#NAME?,#NAME?
8767,57,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,23,66,-,-,"1,010.00",-,57,-,30,1.5,3/29/2021 9:00,+07:00,#NAME?,#NAME?
8688,164,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,23,97,-,-,"1,007.00",-,164,-,23.5,1.2,3/29/2021 9:00,+07:00,#NAME?,#NAME?
8641,155,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.1,24,94,6.9,2.9,"1,007.00",-,155,4.1,25,2,3/29/2021 9:00,+07:00,#NAME?,#NAME?
13012,108,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,5,19.4,88.9,12,20,923.7,68,108,3,21.3,1,3/29/2021 9:00,+07:00,#NAME?,#NAME?
12488,-,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,,7,25,94,-,-,"1,008.50",8,10,-,26,1.2,3/29/2021 9:00,+07:00,#NAME?,#NAME?
13251,1,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,12,19,73,50,1,"1,008.00",1,1,1,24,3.6,2/26/2021 15:00,+07:00,#NAME?,#NAME?
12976,50,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm25,3,22,94,8,4,"1,009.00",38,50,6,23,4.8,3/27/2021 21:00,+07:00,#NAME?,#NAME?
13250,159,"22.3221386,104.1214227","Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,pm25,34,23.1,97,1,2,995.4,59,154,46,23.6,2,3/29/2021 10:00,+07:00,#NAME?,#NAME?
5507,-,"20.9416,107.1158","Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,,-,22.6,100,-,4,993.7,-,-,-,22.6,2,3/29/2021 9:00,+07:00,#NAME?,#NAME?
11778,50,"21.0357507,106.7641068","Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm10,98,11,68.6,4,-,"1,010.30",50,45,10,16.8,1,3/22/2021 13:00,+07:00,#NAME?,#NAME?
12958,25,"21.1232473,106.2883295","Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,4,22,94,29,4,"1,009.00",20,25,4,23,4.8,3/27/2021 21:00,+07:00,#NAME?,#NAME?
12957,-,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm25,4,22,88,8,-,"1,009.00",17,25,1,24,4.6,3/26/2021 18:00,+07:00,#NAME?,#NAME?
13015,-,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,,28,22,94,44,-,"1,008.00",95,133,-,23,3.8,3/26/2021 17:00,+07:00,#NAME?,#NAME?
13018,-,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,,1,23,94,10,-,"1,006.00",53,72,-,24,3.6,3/28/2021 4:00,+07:00,#NAME?,#NAME?
13019,96,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,3,23,97,24,-,"1,007.00",58,96,-,23.5,1.2,3/29/2021 5:00,+07:00,#NAME?,#NAME?
13026,-,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,,1,23,94,41,1,"1,006.00",53,46,1,24,4.1,3/28/2021 7:00,+07:00,#NAME?,#NAME?
1584,111,"16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,pm25,7,24,74,10,15,"1,009.00",62,113,20,29,2,3/29/2021 10:00,+07:00,#NAME?,#NAME?
1585,-,"12.284358,109.192524","Nha Trang, Vietnam",https://aqicn.org/city/vietnam/nha-trang,,6,21,58,6,14,"1,011.00",-,-,4,30,1,3/29/2021 9:00,+07:00,#NAME?,#NAME?
13017,-,"21.02022,105.81232","Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,,15,22,94,28,-,"1,008.00",99,153,-,23,3.6,3/25/2021 20:00,+07:00,#NAME?,#NAME?
13020,-,"21.00577,105.74842","Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,,2,23,100,4,-,"1,006.00",55,66,-,23,2,3/28/2021 4:00,+07:00,#NAME?,#NAME?
13013,-,"21.05121,105.78232","Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,,8,23,94,19,-,"1,006.00",25,28,-,24,2.8,3/28/2021 0:00,+07:00,#NAME?,#NAME?
13014,-,"21.0072,105.83572","Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,,5,22,94,-,-,"1,009.00",69,108,-,23,4.1,3/26/2021 6:00,+07:00,#NAME?,#NAME?
13252,112,"22.6782,106.245","Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm10,-,21.4,90.2,9,1,978.1,112,100,3,23.1,2,3/29/2021 10:00,+07:00,#NAME?,#NAME?
8767,114,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,21,44,-,-,"1,003.50",-,114,-,35,2,3/31/2021 14:00,+07:00,#NAME?,#NAME?
8688,154,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,25,79,-,-,"1,000.00",-,154,-,29,3,3/31/2021 15:00,+07:00,#NAME?,#NAME?
8641,162,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.2,25,83,8.3,4.1,"1,000.50",-,158,4.1,28,2.5,3/31/2021 14:00,+07:00,#NAME?,#NAME?
13012,106,"13.998599,107.996482","Gia Lai/phường Thống Nhất - Pleiku, Vietnam",https://aqicn.org/city/vietnam/gia-lai/phuong-thong-nhat-pleiku,pm25,4,20.4,57.8,11,43,920,62,106,1,29.6,3,3/31/2021 15:00,+07:00,#NAME?,#NAME?
12488,-,"16.46226,107.596351","Thừa Thiên Huế/83 Hùng Vương, Vietnam",https://aqicn.org/city/vietnam/thua-thien-hue/83-hung-vuong,,7,25,64,-,-,"1,002.00",-,-,-,32.5,3.3,3/31/2021 15:00,+07:00,#NAME?,#NAME?
13251,1,"21.04975,105.74187","Hà Nội/UBND P. Minh Khai, Bắc Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-minh-khai--bac-tu-liem,pm25,12,19,73,50,1,"1,008.00",1,1,1,24,3.6,2/26/2021 15:00,+07:00,#NAME?,#NAME?
12976,115,"21.1137452,105.9268934","Bắc Ninh/Châu Khê, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/chau-khe,pm25,4,25,79,10,5,"1,000.00",74,115,6,29,3,3/31/2021 15:00,+07:00,#NAME?,#NAME?
13250,51,"22.3221386,104.1214227","Lào Cai/KCN TALOONG1, Vietnam",https://aqicn.org/city/vietnam/lao-cai/kcn-taloong1,pm25,38,22,63.4,3,3,989.8,7,51,31,29.7,2,3/31/2021 15:00,+07:00,#NAME?,#NAME?
5507,-,"20.9416,107.1158","Ha Long, Vietnam (Tp Hạ Long)",https://aqicn.org/city/vietnam/ha-long,,-,25.3,94.8,-,8,989.3,-,-,-,26.2,3,3/31/2021 14:00,+07:00,#NAME?,#NAME?
11778,50,"21.0357507,106.7641068","Quảng Ninh/UBND TP Uông Bí, Vietnam",https://aqicn.org/city/vietnam/quang-ninh/ubnd-tp-uong-bi,pm10,98,11,68.6,4,-,"1,010.30",50,45,10,16.8,1,3/22/2021 13:00,+07:00,#NAME?,#NAME?
12958,39,"21.1232473,106.2883295","Bắc Ninh/Phong Cốc, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/phong-coc,pm25,2,25,79,12,19,"1,000.00",35,39,4,29,3,3/31/2021 15:00,+07:00,#NAME?,#NAME?
12957,110,"21.0272212,106.0342099","Bắc Ninh/Khu liên cơ Thuận Thành, Vietnam",https://aqicn.org/city/vietnam/bac-ninh/khu-lien-co-thuan-thanh,pm25,5,25,79,5,-,"1,000.00",61,110,1,29,3,3/31/2021 15:00,+07:00,#NAME?,#NAME?
13015,-,"21.03982,105.84726","Hà Nội/Trụ sở Công an P .Hàng Mã, Vietnam",https://aqicn.org/city/vietnam/ha-noi/tru-so-cong-an-p-.hang-ma,,56,24,100,48,-,"1,001.00",98,138,-,24,2,3/30/2021 19:00,+07:00,#NAME?,#NAME?
13018,98,"20.98832,105.854897","Hà Nội/UBND P .Hoàng Văn Thụ - Hoàng Mai, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p-.hoang-van-thu-hoang-mai,pm25,10,25,100,15,-,"1,001.00",63,98,-,25,2.5,3/30/2021 18:00,+07:00,#NAME?,#NAME?
13019,123,"21.01994,105.77056","Hà Nội/UBND P. Mỹ Đình I, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.-my-dinh-i,pm25,22,25,97,37,-,"1,001.00",79,123,-,25.5,2.8,3/30/2021 19:00,+07:00,#NAME?,#NAME?
13026,-,"21.01525,105.80013","Hà Nội/Chi cục BVMT, Vietnam",https://aqicn.org/city/vietnam/ha-noi/chi-cuc-bvmt,,11,24,100,60,1,"1,001.00",85,128,2,24,2,3/30/2021 19:00,+07:00,#NAME?,#NAME?
1584,69,"16.074,108.217","Da Nang, Vietnam (TP Đà Nẵng)",https://aqicn.org/city/vietnam/da-nang,pm25,3,24,72,11,19,"1,002.00",44,69,20,29.5,4.6,3/31/2021 15:00,+07:00,#NAME?,#NAME?
1585,-,"12.284358,109.192524","Nha Trang, Vietnam",https://aqicn.org/city/vietnam/nha-trang,,3,23,55,5,18,"1,004.00",-,-,4,33,6.1,3/31/2021 14:00,+07:00,#NAME?,#NAME?
13017,-,"21.02022,105.81232","Hà Nội/Tòa nhà quản lý Hồ Thành Công, Vietnam",https://aqicn.org/city/vietnam/ha-noi/toa-nha-quan-ly-ho-thanh-cong,,15,24,100,25,-,"1,001.00",97,137,-,24,2,3/30/2021 18:00,+07:00,#NAME?,#NAME?
13020,91,"21.00577,105.74842","Hà Nội/UBND P.Tây Mỗ, Nam Từ Liêm, Vietnam",https://aqicn.org/city/vietnam/ha-noi/ubnd-p.tay-mo--nam-tu-liem,pm25,8,24,100,15,-,"1,001.50",60,91,-,24,2,3/30/2021 19:00,+07:00,#NAME?,#NAME?
13013,139,"21.05121,105.78232","Hà Nội/36A Phạm Văn Đồng, Vietnam",https://aqicn.org/city/vietnam/ha-noi/36a-pham-van-dong,pm25,20,25,100,31,-,"1,001.00",98,139,-,25,2.5,3/30/2021 19:00,+07:00,#NAME?,#NAME?
13014,-,"21.0072,105.83572","Hà Nội/Mầm non Kim Liên, Vietnam",https://aqicn.org/city/vietnam/ha-noi/mam-non-kim-lien,,15,24,100,-,-,"1,001.00",63,103,-,24,2,3/30/2021 19:00,+07:00,#NAME?,#NAME?
13252,167,"22.6782,106.245","Cao Bằng/Trạm khí TTQT, Vietnam",http://cem.gov.vn/,pm25,-,23.7,59.5,12,1,972.4,151,167,2,32.6,1,3/31/2021 15:00,+07:00,#NAME?,#NAME?
8767,95,"10.782978,106.700711","Ho Chi Minh City US Consulate, Vietnam (Lãnh sự quán Hoa Kỳ, Hồ Chí Minh)",https://aqicn.org/city/vietnam/ho-chi-minh-city/us-consulate,pm25,-,25,74,-,-,"1,005.00",-,95,-,30,3.6,4/1/2021 20:00,+07:00,#NAME?,#NAME?
8688,90,"21.0811211,105.8180306","United Nations International School of Hanoi, Vietnam (Trường Quốc tế Liên Hợp Quốc Hà Nội)",https://aqicn.org/city/vietnam/hanoi/unis,aqi,-,25,94,-,-,"1,003.00",-,90,-,26,4.1,4/1/2021 20:00,+07:00,#NAME?,#NAME?
8641,107,"21.0215063,105.8188748","Hanoi US Embassy, Vietnam (Đại sứ quán Mỹ, Hà Nội)",https://aqicn.org/city/vietnam/hanoi/us-embassy,pm25,0.2,25,94,7.4,3.3,"1,003.00",-,107,4.1,26,4.1,4/1/2021 20:00,+07:00,#NAME?,#NAME?
